abandon	abbandonato
county	compunto
coup	coupé
coupe	comune
coupe	concupire
coupe	coupé
couple	coupé
couplet	coperto
coupon	copto
courgette	coerente
courgette	corretto
courier	comprimere
courier	conquidere
courier	coprire
courier	correre
courier	coscrivere
course	corso
courser	corsaro
courtesan	cortese
courtroom	corto
courty	corto
cove	covare
coven	convenuto
coven	covare
covenant	convenuto
covenanter	cocente
covenanter	contante
covenanter	conveniente
covenanter	governante
covenanter	movente
covenanter	rovente
covenantor	contato
covenantor	convenuto
cover	convenire
cover	covare
cover	dovere
coverage	dovere
coverall	corallino
covering	poverino
coverslip	converso
covert	coerente
covert	convergente
covete	cocente
covete	commovente
covete	conveniente
covete	conventuale
covete	convincente
covete	corrente
covete	movente
coward	codardo
crackle	gracile
cradle	cruciale
cradle	crudele
cradle	graduale
crane	creare
crane	croccante
crane	grande
crash	trash
crass	crasso
crate	creare
crate	croato
cravat	gravato
craze	creare
craze	grazie
creak	break
creak	freak
crease	crescere
crease	crepare
create	credente
create	tremante
creationist	creativo
creator	creare
creator	creatore
creator	cremare
creator	crepare
creature	creatore
creature	cremare
creature	crepare
creature	crepitare
creature	cresimare
creature	frenatore
creature	prematuro
credit	creditore
creditor	creditore
creditor	crepitare
cree	credere
cree	crepare
cree	crudele
creel	creare
creeper	credere
creeper	crepare
cremate	creare
cremate	creatore
cremate	crepare
cremate	cresimare
cremate	cromare
cremate	tremare
cremate	tremante
cremate	tremolante
cremation	creativo
cremation	creatore
cremation	crespato
cremation	cromatico
cremation	premiato
crematorium	creatore
creole	creatore
creole	crudele
creosote	crespo
crepe	creare
crepe	crepare
crepe	crepitare
crepe	crespo
crescendo	tremendo
crescent	credente
crescent	prescelto
crescent	presente
crest	crescente
crest	crespo
crest	presto
cretin	creativo
crewman	cremare
crime	criminale
criminal	criminale
criminal	criminalizzare
criminal	originale
criminalise	criminale
criminalise	criminalizzare
criminalize	criminale
criminalize	criminalizzare
crimson	criminoso
cringe	criminogeno
crinkle	criminale
critic	criptico
critic	criticabile
criticise	criticabile
criticize	criptico
criticize	critico
criticize	criticabile
croak	croato
croat	croccante
croat	crociato
croat	cromatico
croatian	croato
croatian	cromatico
crocodilian	crociano
croft	croato
croissant	crociano
crook	croato
croon	croato
croon	crotonese
crooner	coonestare
cropmark	cromare
cross	crasso
cross	crossare
cross	crostoso
crossbow	crasso
crossbred	crossare
crossbreed	crossare
crossover	crossare
crossover	crostoso
crossword	crostoso
crouton	croato
crouton	cruento
crue	crudele
cruel	crudele
cruelty	crudele
cruelty	cruento
cruise	cruciale
crumble	crudele
crumpet	cruento
crumple	crudele
cruzado	crudo
cubicle	cubico
cubicle	curabile
cubist	cubitale
cubit	cubico
cubit	cubitale
cubit	cucito
cubit	subito
cuckoo	cunicolo
cuistot	cucito
cuistot	custode
culminate	calmante
cultist	cubista
cultivar	coltivare
cultivate	coltivato
cultivate	cumulativamente
cultivation	coltivato
cultivator	coltivare
cultivator	coltivo
cultivator	coltivato
cumulate	cumulativo
cumulate	tumultuante
cumulation	culattone
cumulation	cumulativamente
cupboard	cubare
curate	curante
curate	curatore
curate	curvare
curator	caricatore
curator	curatore
curd	curdo
curdle	cordiale
curdle	curabile
curdle	curdo
curdle	curiale
cure	cubare
cure	cuccare
cure	curare
cure	curante
cure	curiale
curia	curare
curia	curato
curia	curiosare
curie	curare
curio	cubico
curio	curato
curio	curvo
curio	lurido
curiosity	curioso
curl	curiale
curlew	curabile
curlew	curiale
currant	curato
current	curare
current	curante
cursor	corso
cursor	curdo
cursor	curvo
curtail	curabile
curtsey	curante
curvature	curante
curve	curvo
curvicep	cervicale
custard	custode
custom	casto
custom	custode
customer	custodire
customise	custodire
customize	custodire
cute	curante
cute	custode
cute	cutaneo
cuticle	duttile
cybernetic	cibernetico
cybernetic	cybernetico
cynic	conico
cypress	caprese
cypriot	caprino
cypriot	cipriota
cysteine	castrense
dabble	databile
dabbler	dabbene
dale	dare
dalmatian	dalmata
dalmatian	palatino
dalton	daltonico
dalton	dato
damnede	danese
dance	danese
dane	dare
dane	danese
dane	dannare
dane	danzare
dare	bardare
dare	cardare
dare	dannare
dare	danzare
dare	dark
dare	datare
dare	daziare
dare	dire
dare	dorare
dark	dark
darken	dark
dart	dark
datafile	natale
daver	dovere
davo	cavo
davo	dato
davo	davvero
davo	divo
daye	dare
daze	daziare
dazzle	razziale
deactivate	defatigante
deaden	decadente
deadline	decadente
deadline	delineare
deadpan	degradante
deal	dentale
deal	real
dealer	decimale
dealer	delegare
dealer	deludere
dear	desiare
debacle	dentale
debar	debbiare
debar	debuttare
debar	delibare
debar	derubare
debase	debbiare
debate	debitamente
debate	deliberante
debate	reboante
debater	dibattere
debauch	deutsch
debenture	debitore
debenture	decente
debenture	decentrare
debenture	degenere
debenture	degente
debenture	demente
debenture	denudare
debilitate	debitamente
debit	debito
debit	debitore
debt	debito
debtor	debito
debtor	debitore
debtor	detonare
debugger	defiggere
debutant	debitamente
debutante	debitamente
debutante	debuttare
debutante	debuttante
debutante	deputare
debutante	devastante
debutante	deviante
debute	debitore
debute	debuttare
decade	defecare
decaffeinate	decaffeinare
decant	decorato
decant	delicato
decanter	decadente
decanter	dentro
decanter	desolante
decanter	recitante
decapitate	decapitare
decapitate	decappottare
decapitate	recapitare
decapitate	recitante
deceit	decrepito
decelerate	decente
decentr	recente
decentralise	decennale
decentralise	decentrare
decentralise	decentrabile
decentralise	decentralizzare
decentralise	dentale
decentralize	decennale
decentralize	decentrare
decentralize	decentrabile
decentralize	deconcentrare
deception	decrepito
decibel	deducibile
decide	decimale
decimal	decimare
decimal	decimo
decimate	decantare
decimate	decifrare
decimate	decimo
decimate	deviante
decision	deciso
decision	declivio
decision	derisorio
decker	decadere
decker	decidere
declaim	decimo
declaration	declamatorio
declare	beccare
declare	deambulare
declare	debilitare
declare	decadere
declare	decelerare
declare	decentrare
declare	declinare
declare	decollare
declare	decolorare
declare	decrittare
declare	decuplicare
declare	decurtare
declare	defalcare
declare	defaticare
declare	defecare
declare	defilare
declare	deflagrare
declare	deflorare
declare	degnare
declare	deificare
declare	delibare
declare	delirare
declare	delucidare
declare	depilare
declare	deplorare
declare	deragliare
declare	deregolare
declare	desolare
declare	dettare
declare	deviare
declare	dicare
declare	leccare
declare	peccare
declare	reclamare
declare	reclutare
declare	seccare
decline	decenne
decline	decente
decline	declinare
decline	deficiente
decline	reclinare
declivity	declivio
decode	decedere
decode	decidere
decode	decorare
decoder	decedere
decoder	demordere
decontaminate	determinante
decontrol	decoroso
decontrol	dentario
decontrol	dentro
decorate	debordare
decorate	decadente
decorate	decantare
decorate	decifrare
decorate	decollare
decorate	decolorare
decorate	decorare
decorate	decorato
decorate	decorativo
decorate	decorrere
decorate	decurtare
decorate	deformare
decorate	deodorare
decorate	deodorante
decorate	deplorare
decorate	deportare
decorate	deportato
decorate	desolante
decoration	decorato
decoration	democratico
decoration	deportato
decorator	decolorare
decorator	deportato
decorator	depuratore
decouple	decollare
decoy	decimo
decrease	secretare
decree	decente
decree	decidere
decree	decorrere
decree	decrescere
decree	defecare
decretal	decrepito
decretal	decurtare
decretal	desecretare
decriminalise	decimale
decriminalise	decisionale
decriminalise	decriminalizzare
decriminalise	recriminare
dedicate	decantare
dedicate	dedicare
dedicate	deviante
dedication	mediato
dedication	medicato
deduct	decaduto
deduct	deceduto
deductible	deducibile
deduction	decaduto
deduction	deduttivo
deede	decedere
deede	depredare
deface	defalcare
deface	defaticare
defamation	declamatorio
defamation	diffamatorio
defecate	decadente
defecate	defalcare
defecate	deferente
defecate	deificare
defect	defecare
defective	defecare
defence	decenne
defender	degenere
defer	deferente
defer	defiggere
deferen	referente
deficiency	deficiente
deficit	deficiente
deficit	deficitario
defile	decifrabile
defile	decimale
defile	deferire
defile	defilare
defile	defilato
defile	definire
defile	definibile
defile	defluire
defile	depilare
define	defatigante
define	deficiente
define	definibile
definer	deficiente
definer	defiggere
definition	deficitario
definitive	definitivo
deflate	defalcare
deflate	defilare
deflate	defilato
deflate	deflagrare
deflate	deflagrante
deflate	deflattivo
deflate	deflettere
deflate	deformante
deflate	desolante
deflower	deflorare
defoliant	definito
defoliant	deformante
defoliant	desolato
defoliant	deviante
defoliate	defluire
defoliate	deformante
defoliate	delirare
defoliate	desolare
defoliate	desolato
defoliate	deviante
deform	deformare
deform	deformante
deform	deforme
deform	difforme
deformation	decorato
deformation	decorativo
deformation	deformante
deformity	deformante
deformity	deforme
degeneracy	degenere
degeneracy	degente
degenerate	degente
degrade	deflagrare
degrade	defraudare
degrade	degradare
degrease	segregare
degreaser	decrescere
dehumanise	demaniale
dehydrate	deidratare
dehydrate	deodorante
deist	depistare
deist	desistere
delegate	delegare
delegate	delegato
delegate	deludente
delegate	relegare
delegate	relegato
delegation	relegato
delete	deflettere
delete	delegato
delete	deliberante
delete	deludente
delete	demente
deletion	celestino
deletion	deleterio
deliberation	deliberare
deliberation	deliberato
deliberation	deliberativo
delicatessen	delicatamente
delineate	delinquente
delineate	delirare
delinquency	delinquere
delinquency	delinquente
delinquency	delinquenziale
delinquent	delinquere
delinquent	delinquente
delinquent	delinquenziale
delinquent	deludente
deliver	delinquere
deliverable	deliberare
deliverance	deliberare
deliverance	deliberante
deliverer	defluire
deliverer	delegare
deliverer	delibare
deliverer	deliberare
deliverer	delineare
deliverer	delinquere
deliverer	delirare
deliverer	derivare
deliverer	descrivere
